Product,Selling Price,Current stock,SKU,Image _url
Arm Swing Gear HP LaserJet P2035 / P2055 (RC2-6242-000),৳ 500.00,22.00 Pieces,7162,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761914682/download_15_irjprg.jpg
Arm swing gear Plate hp 4250 / 4350 / 4300 / 4345 (RM1-0043-060),৳ 900.00,15.00 Pieces,13733,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761914823/download_16_zqkhfc.jpg
Assembling charge,৳ 800.00,"44,443.00 Pieces",7163,
ASTA 26A Toner,"৳ 2,600.00",0.00 Pieces,7164,
ASTA 55A Toner,"৳ 1,600.00",0.00 Pieces,7165,
ASTA 80A Toner,৳ 900.00,0.00 Pieces,7166,
ASTA 85A Toner,৳ 800.00,0.00 Pieces,7167,
Asus Battery,"৳ 1,200.00",0.00 Pieces,7168,
Asus DVD room,"৳ 1,500.00",0.00 Pieces,7169,
ASUS H81M- Motherboard,৳ 0.00,0.00 Pieces,7170,
ASUS k555 laptop,"৳ 20,000.00",0.00 Pieces,7171,
Asus Laptop Adapter 19 Volt,৳ 850.00,4.00 Pieces,7172,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761914892/download_17_dsxwpl.jpg
Asus Laptop Adapter 19 Volt (Original),"৳ 1,500.00",-1.00 Pieces,7173,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761914935/download_18_ollybk.jpg
Asus UX310U Battery,"৳ 2,300.00",0.00 Pieces,7174,
Asus X556U keyboard,"৳ 1,100.00",0.00 Pieces,7175,
"Asus Zenbook UX360UAK 7th Gen. Intel Core i7 7500U (2.70GHz, 16GB DDR3 2100MHz Onboard RAM, 512GB SSD) Win 10 Home, 13.3 Inch Touch FHD Icicle Gold Notebook","৳ 95,000.00",0.00 Pieces,7176,
ATX Casing for Desktop PC Value Top with Power Supply,"৳ 2,770.00",0.00 Pieces,7177,
Audio Aux Jack Sound Cable (Aux-55968),৳ 50.00,5.00 Pieces,7178,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761914972/download_19_qu7hna.jpg
AUTO CUTTER UNIT TM-U220 (1691553),"৳ 2,200.00",8.00 Pieces,7179,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915028/download_20_mpbvhc.jpg
AUTO CUTTER UNIT TM-U220 (1691553) (Imported),"৳ 3,000.00",0.00 Pieces,7180,
Avstar 79A Toner Cartridge,৳ 700.00,0.00 Pieces,7181,
BACK COVER,৳ 300.00,9.00 Pieces,7182,
Back Cover Canon LBP-3300,"৳ 1,500.00",0.00 Pieces,7183,
Back Cover Holder for LQ-2190,৳ 500.00,0.00 Pieces,13838,
Bag For Lenovo,"৳ 1,150.00",2.00 Pieces,7184,
Baioaqua Noble Temperament Red,৳ 80.00,0.00 Pieces,7185,
Bar Black & White Gear For HP 5200 / M725 / M706 (RU5-0528),৳ 500.00,10.00 Pieces,7186,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915158/images_berikc.jpg
Battery Charge,৳ 500.00,499.00 Pieces,7187,
Battery for HP ProBook 4420s Laptop,"৳ 1,500.00",-1.00 Pieces,7188,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915279/download_21_hwejvq.jpg
Bearing for Pressure Roller HP LaserJet Enterprise M506 (BRG-M506),৳ 550.00,14.00 Pieces,7189,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915338/download_22_kuaoq5.jpg
Belt Gear For Epson DLQ-3500 (8966906),৳ 950.00,10.00 Pieces,7190,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915470/download_23_awiqor.jpg
Belt Pulley for Epson L800 / L805 / T60 Printer (Original Refurbished) (8007906),৳ 650.00,10.00 Pieces,7191,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915510/download_24_fafyli.jpg
BEST CHALLENGER Ribbon LQ- 2190,৳ 480.00,-4.00 Pieces,7192,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915561/download_26_uthdvy.jpg
BEST CHALLENGER TONER 85A,৳ 450.00,0.00 Pieces,7193,
BIG PICKUP SPRING FOR EPSON L210 / L220 / L360 / L550 / L3110 / L3145 / L3116 / L3115 (15688740),৳ 100.00,50.00 Pieces,7194,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915622/download_27_kdhap2.jpg
Bikroy Dot Com,"৳ 2,500.00",1.00 Pieces,7195,
Bill Book 200 Page,৳ 122.50,20.00 Pieces,7196,
Bill Cancel,৳ 0.00,0.00 Pieces,7197,
Bioaqua Egg Mask,"৳ 2,200.00",0.00 Pieces,7198,
Bioaqua Pure Skin,৳ 0.00,0.00 Pieces,7199,
Bioaqua Skin Care Carbonated Bubble clay Mask,৳ 0.00,0.00 Pieces,7200,
BIOS Write,"৳ 1,000.00",0.00 Pieces,7201,
BKASH Charge,৳ 20.00,"110,821.01 Pieces",7202,
Black toner cartridges for HP LaserJet 4200 printer (35A),"৳ 15,000.00",0.00 Pieces,7203,
Blackbuck 650VA Offline UPS,"৳ 2,700.00",0.00 Pieces,7204,
Blade for Canon 2520 / IR2525 / IR2530 / IR2520 / 2525 / 2530 /2535 / 2545 / 4025 / 4035 /4045,৳ 160.00,10.00 Pieces,7205,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915707/download_28_w3jyo5.jpg
Blade for Canon 2520 / IR2525 / IR2530 / IR2520 / 2525 / 2530 /2535 / 2545 / 4025 / 4035 /4045 (Imported),৳ 350.00,0.00 Pieces,13794,
Blade for Canon IR-2002 / 2202 / 2004/ 2204(Photocopy),৳ 220.00,18.00 Pieces,7206,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915875/download_29_vowetc.jpg
Blade for Canon IR2016 / 2018 / 2020 / 2022 / 2025 / 2030 / 2318L / 2420D / 2320N / 2420L /1600 /,৳ 180.00,26.00 Pieces,7207,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915929/download_30_giurih.jpg
Blade for Epson TMT81III,"৳ 5,600.00",5.00 Pieces,13926,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761915973/download_31_avbbpo.jpg
Blade for Sharp 312AT / 6020 / 6030 / 5627 / 5731 Copier,৳ 300.00,0.00 Pieces,7208,
Blade for Toshiba 2006 / 2306 / 2506 / 2307 / 2507 / 2303 / 2309 / 2802 / 163 / 165 / 166 / 167 / 203 / 205 / 206 / 207 / 237 / 230 / 232 / 283 / 255 (High),৳ 800.00,0.00 Pieces,7209,
Blade for Toshiba 2006 / 2306 / 2506 / 2307 / 2507 / 2303 / 2309 / 2802 / 163 / 165 / 166 / 167 / 203 / 205 / 206 / 207 / 237 / 230 / 232 / 283 / 255 (Imported),৳ 250.00,0.00 Pieces,7210,
Blade for Toshiba 2008A / 2508A / 3008A / 3008AG / 3508A / 4508A / 5008A,৳ 250.00,45.00 Pieces,7211,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916013/download_32_lesc51.jpg
Blade Samsung Xpress SL-M 2885 / 2950 / 2951 / 2955 / 4728 / 4729 / 2625 / 2626 / 2675 / 2825 / 2826 / 2835 / 2875 / 2876 / 2885 / 3015 / 2065,৳ 0.00,0.00 Pieces,7212,
Bluetooth Air Headphone,৳ 150.00,2.00 Pieces,7213,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916083/download_33_mlukg3.jpg
Bluetooth Mobile Printer HOP-E200,"৳ 3,600.00",1.00 Pieces,7214,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916123/download_34_s1hhrz.jpg
Bluetooth Mobile Printer HOP-H-200,"৳ 3,200.00",0.00 Pieces,7215,
Bluetooth Speaker C1,৳ 800.00,-1.00 Pieces,7216,
Bluetooth Water Proved Speker,৳ 650.00,0.00 Pieces,7217,
BNC Connectors,৳ 50.00,0.00 Pieces,7218,
BOARD ASSY POWER FOR LQ-590/2090(1499642),"৳ 3,500.00",11.00 Pieces,7219,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916172/download_35_xqbppb.jpg
BOARD ASSY POWER FOR LQ-590/2090(1499642)(IMPORTED),"৳ 3,500.00",6.00 Pieces,7220,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916172/download_35_xqbppb.jpg
BOARD ASSY POWER FOR LQ-590/2090(1499642)(MBR),৳ 0.00,"11,111.00 Pieces",7221,
BOARD ASSY POWER FOR LQ-590/2090(1499642)(Refurbished),"৳ 3,000.00",2.00 Pieces,7222,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916172/download_35_xqbppb.jpg
Body full mechanical unit (Imported),"৳ 5,500.00",0.00 Pieces,7223,
Boss 2055/05A Toner(CE505A),৳ 550.00,0.00 Pieces,7224,
Boss 3300/49A Toner(CRG308),৳ 750.00,0.00 Pieces,7225,
Boss 401/80A Toner(CF280A),৳ 550.00,0.00 Pieces,7226,
Boss 402/26A Toner(CF226A),"৳ 1,400.00",0.00 Pieces,7227,
Boss 85A Toner,৳ 450.00,0.00 Pieces,7228,
Boya BY-M1 Omnidirectional Lavalier Microphone (Original),"৳ 1,100.00",2.00 Pieces,7229,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916308/download_36_fhyn8h.jpg
Brake Roller For Fujitsu PA03670-0002 / fi-7140 / fi-7160 / fi-7180 / fi-7240 /fi-7260 // fi-7280 / fi-7300 / fi-8170 / fi-8170 / fi-8190 / fi-8270,"৳ 1,200.00",5.00 Pieces,13912,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916344/download_37_ndnwow.jpg
Brand PC HP compaq DX7510,"৳ 4,000.00",0.00 Pieces,7230,
Brand PC Key Board Grade A,৳ 400.00,1.00 Pieces,7231,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916389/download_38_olrloa.jpg
BRAND PC POWER SUPPLLY,"৳ 1,500.00",4.00 Pieces,7232,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916454/download_39_xekhu9.jpg
BRAND PC POWER SUPPLY HIGH QUALITY,"৳ 1,000.00",2.00 Pieces,7233,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916525/download_40_qfhprz.jpg
BRAND PC POWER SUPPLY REPAIR,"৳ 1,500.00","1,111.00 Pieces",7234,
Brand PC Service Charge,"৳ 1,500.00","999,990.00 Pieces",7235,
Brother DCP-T300 Print Head,"৳ 7,500.00",0.00 Pieces,7236,
BullGuard Internet Security,"৳ 1,050.00",12.00 Pieces,7237,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916572/download_41_lbxhns.jpg
"BUSHING 8 LEFT FOR LQ-2170/2080,/2190/310",৳ 400.00,14.00 Pieces,7238,
"BUSHING 8 RIGHT FOR LQ-2170/2080/,2190/310",৳ 400.00,16.00 Pieces,7239,
Bushing Heat Roller for Samsung K2200 for HP M436 Parts (JC61-05952A),৳ 500.00,10.00 Pieces,7240,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916830/download_42_rpssxy.jpg
Bushing Lower Pressure Roller For HP M501 / M506 / M527 / M501n / M506n / M506dn (RM2-5679),৳ 500.00,20.00 Pieces,7241,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916878/download_43_czmjpv.jpg
"BUSHING PARALLEL FOR LQ-2170/2080,/2180",৳ 500.00,5.00 Pieces,7242,
Bypass unit For Canon IR-2020(Photocopy),"৳ 2,800.00",0.00 Pieces,7243,
C-mos Battery (Maxcell) CR2032 (Single Pac),৳ 50.00,0.00 Pieces,13823,
CABLE DETECTOR LQ-2180 GRADE A,৳ 500.00,16.00 Pieces,7244,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761916960/download_44_p3tcj9.jpg
"CABLE DETECTOR,FOR LQ-2180/2170/2080/2070","৳ 1,000.00",0.00 Pieces,7245,
Cable Joiner Socket RJ-45,৳ 25.00,98.00 Pieces,7246,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917069/download_uvopot.jpg
"CABLE PW,FOR LQ-2190","৳ 1,000.00",-20.00 Pieces,7247,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917125/download_1_xxlzok.jpg
"CABLE PW,FOR LQ-2190 GRADE-A",৳ 500.00,97.00 Pieces,7248,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917319/download_2_qy9o9z.jpg
"CABLE PW,FOR LQ-2190(MBR)",৳ 800.00,"9,999.00 Pieces",7249,
Camera Adapter,৳ 350.00,0.00 Pieces,7250,
Camera Connector (BNC),৳ 65.00,0.00 Pieces,7251,
Camera Repair,"৳ 1,500.00",0.00 Pieces,7252,
Cancel Bill,৳ 0.00,-2.00 Pieces,13731,
Canon 2772 Ink Black,৳ 100.00,0.00 Pieces,7253,
Canon 6030 pickup assay,৳ 500.00,0.00 Pieces,7254,
Canon CanoScan LiDE 300 Scanner,"৳ 5,100.00",0.00 Pieces,7255,
Canon Cart308 BlackToner for LBP3300 / LBP3360,"৳ 1,000.00",0.00 Pieces,7256,
CANON DADF AB1 Paper Feeder image RUNNER 2545 / 2535 / 2530 / 2525 / 2520,"৳ 39,400.00",0.00 Pieces,7257,
CANON DADF AB1 Paper Feeder image RUNNER 2545 / 2535 / 2530 / 2525 / 2520(90% New),"৳ 32,900.00",0.00 Pieces,7258,
Canon Fuser Gear-1215,৳ 950.00,0.00 Pieces,7259,
Canon image CLASS LBP-6030W Printer,"৳ 18,700.00",0.00 Pieces,13905,
Canon Image RUNNER 2004,"৳ 115,000.00",0.00 Pieces,7260,
Canon Image RUNNER 2520,"৳ 135,000.00","135,000.00 Pieces",7261,
Canon image RUNNER 2520 Drum Unit (G1055) (Imported),"৳ 6,000.00",0.00 Pieces,7262,
Canon imageCLASS LBP-6030 Printer,"৳ 9,500.00",0.00 Pieces,7263,
Canon IR 2520 / iR2525 / iR2530 Fixing Motor,"৳ 3,000.00",1.00 Pieces,7264,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917397/download_3_tzd63p.jpg
Canon IR-1435 Pressure Roller,"৳ 1,000.00",0.00 Pieces,7265,
Canon IR-2016 2020 2116 2120 27T lower roller fusing gear(Photocopier),৳ 250.00,20.00 Pieces,7266,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917455/download_4_n4ojzm.jpg
Canon IR1600 2010 2000 165 155 Drum Clening Blade(Photocopy),৳ 300.00,1.00 Pieces,7267,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917521/download_5_ytaeff.jpg
Canon IR2016 IR2020 FU6-0800-000 Fuser Gear 17T (Photocopier),৳ 250.00,20.00 Pieces,7268,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917559/download_6_b3k1jx.jpg
Canon LBP 3300 Back Cover 3 pcs,"৳ 1,500.00",0.00 Pieces,7269,
Canon LBP 3300 Paper Tray,"৳ 1,200.00",0.00 Pieces,7270,
Canon LBP 3300 Paper Tray lock(MBR),৳ 600.00,"11,111.00 Pieces",7271,
Canon LBP 3300 Printer Recondition Printer,"৳ 9,000.00",-1.00 Pieces,7272,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917602/download_7_kxbyh4.jpg
Canon LBP 3460 Heating Element,৳ 0.00,-1.00 Pieces,7273,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917636/download_8_x7i2dl.jpg
Canon lbp 6780 Laser Scanner Assembly,"৳ 3,000.00",0.00 Pieces,7274,
Canon LBP-1210 Main Motor Original Refurbished (Imported),৳ 800.00,0.00 Pieces,7275,
Canon LIDE 300 A4 & Letter Flatbed Scanner,"৳ 7,000.00",0.00 Pieces,7276,
Canon NPG-50 Toner Original Copy,"৳ 3,000.00",0.00 Pieces,7277,
Canon NPG-51 Black Copier Toner Grade-A,"৳ 1,500.00",0.00 Pieces,7278,
Capacitor 1000uf 35v,৳ 50.00,0.00 Pieces,7279,
CAPACITOR 400V,৳ 100.00,0.00 Pieces,7280,
CAPACITOR 400V /39MF,৳ 100.00,0.00 Pieces,7281,
CAPACITOR 400V /49MF,৳ 100.00,0.00 Pieces,7282,
CAPACITOR 450V /68MF,৳ 100.00,0.00 Pieces,7283,
Capacitor 6.3 Volt 820 mf for Vivo PC,৳ 35.00,0.00 Pieces,13824,
Carriage assembly for HP2130 / 2132 / 2131 / 3636 / 3638 / 2138 / 1112 / 1111 / 803 Carriage unit Assembly Original Refurbished (PP101471),"৳ 1,500.00",10.00 Pieces,7284,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917714/download_9_crfvqu.jpg
CARRIAGE ASSY FOR DFX-8500,"৳ 5,500.00",0.00 Pieces,7285,
"CARRIAGE ASSY FOR LQ-300/300+,/300+II","৳ 1,000.00",14.00 Pieces,7286,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917757/download_10_sftzc9.jpg
"CARRIAGE ASSY FOR LQ-300/300+,/300+II Grade A Myco(1060878)",৳ 800.00,43.00 Pieces,7287,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761917817/download_11_mrbdqr.jpg
,৳ 800.00,"9,995.00 Pieces",7288,
"CARRIAGE ASSY,FOR LQ-310","৳ 1,000.00",-3.00 Pieces,7289,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918004/download_12_soorup.jpg
,"৳ 1,000.00",38.00 Pieces,7290,
"CARRIAGE ASSY,FOR LQ-310(MBR)",৳ 700.00,991.00 Pieces,7291,
Carriage Belt / Timing Belt for HP Office jet 7000 / 7110 / 7500 / 7500A / 7610 / C9299A / CR768A / C9309A (CR768-80006),৳ 700.00,10.00 Pieces,7292,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918062/download_glivrf.png
Carriage Cable For Hp Smart Tank 515 / 530 / 610 / 650 / 450,৳ 700.00,31.00 Pieces,7293,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918151/download_13_xuer0i.jpg
Carriage Cable For Hp Smart Tank 5820 /5810 (GGNL),৳ 500.00,19.00 Pieces,7294,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918209/download_14_zgxi0w.jpg
Carriage Lock,৳ 0.00,0.00 Pieces,7295,
Carriage Motor For Epson DFX-9000(MBR),"৳ 15,000.00",0.00 Pieces,7296,
Carriage Motor For EPSON DLQ-3500,"৳ 1,800.00",4.00 Pieces,7297,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918245/download_15_kotlhk.jpg
Carriage motor for Epson L1455 / WF7521 / 7018 / 7511 / 7621,"৳ 3,500.00",3.00 Pieces,7298,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918282/download_16_ll2wj0.jpg
Carriage Motor for Epson LQ-2090II (031192G),"৳ 2,500.00",5.00 Pieces,7299,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918322/download_16_dllbub.jpg
Carriage Motor FOR HP plotter Design Jet T520 / T730 / T830 / CQ890-60092 (F9A30-67063),৳ 0.00,0.00 Pieces,7300,
Carriage PCB ASSY FOR BROTHER DCP T310 / T510W PRINTER (D00UWF002),"৳ 1,700.00",0.00 Pieces,7301,
Carriage PCB Board for HP GT5810 / GT5811 / GT5820 / GT5821 / 2515 / 2520 / 3835 / Ink Tank 310 / 311 / 315 / 318 / 319 / 410 / 411 / 415P,৳ 950.00,5.00 Pieces,7302,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918565/download_18_wpdsgo.jpg
Carriage PCB for Brother DCP-T220 (B57U296-2),"৳ 2,000.00",2.00 Pieces,7303,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918600/download_19_hculnh.jpg
"CARRIAGE RING SET FOR LQ-300/300+,/300+II/310(1060879)",৳ 400.00,68.00 Pieces,7304,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918652/b59b10ad-ec32-4a7d-9cf5-1f8c093b19d3_vmeu1w.jpg
"CARRIAGE RING SET FOR LQ-300/300+,/300+II/310(1060879MBR)",৳ 400.00,"9,992.00 Pieces",7305,
Carriage Rod,৳ 800.00,0.00 Pieces,7306,
Carriage Sensor ASSY For Epson R230 / R210 / 230 / 210,৳ 220.00,0.00 Pieces,7307,
Carriage Sensor Cable For Epson L130 L220 L360 L380 Printer (2142475)(INK)(GGNL),৳ 130.00,71.00 Pieces,7308,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918691/download_20_dpyrpd.jpg
Carriage Sensor Cable For Epson L1800 (2157677),৳ 800.00,35.00 Pieces,7309,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918737/download_21_wmj4cq.jpg
Carriage Sensor Cable For Epson L1800 Printer (2157677)(Imported),৳ 800.00,0.00 Pieces,7310,
Carriage Sensor Cable for Epson L3110 / L3115 / L3116 / L3150 / L3156 / L5190 / Printer (2189473),৳ 400.00,0.00 Pieces,7311,
Carriage Sensor Cable for Epson L3110 / L3115 / L3116 / L3150 / L3156 / L5190 / Printer (2189473) (GGNL),৳ 170.00,159.00 Pieces,7312,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918811/download_22_ekgu8j.jpg
Carriage Sensor Cable for Epson L3110 / L3115 / L3116 / L3150 / L3156 / L5190 / Printer (2189473) (Imported),৳ 500.00,0.00 Pieces,7313,
Carriage Sensor Cable for Epson L4150 / L4156 / L4158 / L4160 / L4165 / L4163 / L4166 / L4168 / L4169 / L6160 / L6170 / L6190 (2182523),৳ 500.00,10.00 Pieces,7314,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918849/download_23_o8jxar.jpg
Carriage Sensor Rear for Epson L110 / L120 / L210 / L220 / L355 / L365 / L375 / L380 / L395 / L396 / XP214 / XP231 / XP241 / XP401 / XP411 / L555 / L575 (186524),৳ 500.00,49.00 Pieces,7315,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918900/download_24_druyxm.jpg
"CARRIAGE SUB ASSY, FOR LQ-590 Grade A(1269090A)",৳ 800.00,-4.00 Pieces,7316,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918938/download_25_krnixy.jpg
"CARRIAGE SUB ASSY, FOR LQ-590(1269090)","৳ 1,500.00",13.00 Pieces,7317,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918978/download_26_urix5a.jpg
"CARRIAGE SUB ASSY, FOR LQ-590(1269090)(Original Refurbished) MYCO","৳ 1,000.00",12.00 Pieces,7318,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919019/download_27_txpjsj.jpg
"CARRIAGE SUB ASSY, FOR LQ-590II(1759090)","৳ 1,800.00",5.00 Pieces,7319,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918938/download_25_krnixy.jpg
"CARRIAGE SUB ASSY,FOR LQ-2090","৳ 1,500.00",1.00 Pieces,7320,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919019/download_27_txpjsj.jpg
"CARRIAGE SUB ASSY,FOR LQ-2180","৳ 1,500.00",2.00 Pieces,7321,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919153/download_29_jtefni.jpg
"CARRIAGE SUB ASSY,FOR LQ-2180 GRADE A","৳ 1,000.00",8.00 Pieces,7322,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919213/download_30_kfzarc.jpg
"CARRIAGE SUB ASSY,FOR LQ-2190","৳ 1,500.00",-2.00 Pieces,7323,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919288/download_31_fpctlv.jpg
"CARRIAGE SUB ASSY,FOR LQ-2190 (MBR)","৳ 1,500.00",0.00 Pieces,7324,
"CARRIAGE SUB ASSY,FOR LQ-2190(Grade A)","৳ 1,500.00",13.00 Pieces,7325,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919334/download_32_do0hpx.jpg
"CARRIAGE SUB ASSY,FOR LQ-2190(Grade A) (Imported)","৳ 1,000.00",0.00 Pieces,7326,
"CARRIAGE SUB ASSY,FOR LQ-590 GRADE-A",৳ 700.00,6.00 Pieces,7327,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761918938/download_25_krnixy.jpg
"CARRIAGE SUB ASSY,FOR LQ-590(MBR)","৳ 1,500.00","9,999.00 Pieces",7328,
Carriage Unit CR Assy Original Refurbished For Epson L110 / L130 / L210 / L220 / L360 / L361 Printer (1708170),"৳ 1,000.00",15.00 Pieces,7329,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919409/download_33_cqsdwp.jpg
Carriage unit EPSON L805 / L801 / L800 (Original Refurbished),"৳ 2,000.00",1.00 Pieces,7330,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919458/download_34_vjf13j.jpg
Carriage Unit fits for HP office jet 6600 / 6700 / 7110 / 7510 / 7610 / 7612 / 7600 (CR769-66001) (Original Refurbished),"৳ 2,500.00",2.00 Pieces,7331,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919499/download_35_tebvuh.jpg
Carriage Unit for EPSON  L1800 CARRIAGE SUB ASSY  (1685335),"৳ 1,200.00",1.00 Pieces,7332,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919541/download_36_rawvx6.jpg
Carriage Unit For EPSON DLQ-3500,"৳ 5,500.00",15.00 Pieces,7333,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919573/download_37_ju42hk.jpg
Carriage Unit for EPSON L1300 (Original Refurbished),"৳ 3,800.00",3.00 Pieces,6984,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919605/download_38_kbzcmy.jpg
Carriage Unit for Epson L1455 (1695544),"৳ 6,500.00",1.00 Pieces,6985,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919637/download_39_tbqthe.jpg
Carriage Unit for Epson LQ-310 Printer (1624772) (DHL),৳ 800.00,0.00 Pieces,7334,
Carriage Unit for Epson LQ-310 Printer (1624772) (GGNL),৳ 800.00,15.00 Pieces,7335,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919673/download_40_zixyah.jpg
Carriage Unit for Epson LQ-310 Printer (1624772) (Sunny),"৳ 1,000.00",0.00 Pieces,7336,
Carriage Unit for Epson LQ-310 Printer (1624772) (Sunny) (original New),"৳ 1,500.00",-2.00 Pieces,7337,
Carriage Unit for Epson LQ-310 Printer (1624772)(MBR),৳ 500.00,0.00 Pieces,7338,
Carriage Unit for HP DeskJet GT-5810 / GT-5811 / GT-5820 / GT-5821 / 310 / 410 / 415 Printer,"৳ 1,500.00",0.00 Pieces,7339,
Carriage Unit for HP DeskJet GT-5810 / GT-5811 / GT-5820 / GT-5821 / 310 / 410 / 415 Printer(GGNL),"৳ 1,800.00",13.00 Pieces,7340,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919721/download_41_lbkpf7.jpg
Carriage Unit For Hp Ink Tank 315 (Original Refurbished),"৳ 1,800.00",1.00 Pieces,7341,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919721/download_41_lbkpf7.jpg
Carriage Unit Original Refurbish Epson R-230 (CR-R230),"৳ 1,500.00",3.00 Pieces,7342,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919794/download_42_obxrr2.jpg
Carriage-Unit-Epson-L1110 /L3100 /L3101 /L3110 /L3116/ L3150 /L3156 (1756596),"৳ 1,200.00",3.00 Pieces,7343,https://res.cloudinary.com/dxxwnkrus/image/upload/v1761919826/download_43_sllp4l.jpg
